Date,"BTC_('Close', 'BTC-USD')","BTC_('Volume', 'BTC-USD')","ETH_('Close', 'ETH-USD')","ETH_('Volume', 'ETH-USD')","BNB_('Close', 'BNB-USD')","BNB_('Volume', 'BNB-USD')","SP500_('Close', '^GSPC')","SP500_('Volume', '^GSPC')","DXY_('Close', 'DX-Y.NYB')","DXY_('Volume', 'DX-Y.NYB')"
2020-04-03,6733.38720703125,38976504903,142.09130859375,13184603402,13.373007774353027,406426751,2488.64990234375,6096970000,100.58000183105467,0
2020-04-06,7271.78125,46896904615,169.13587951660156,21636382525,15.084521293640137,491814166,2663.679931640625,6403840000,100.69000244140624,0
2020-04-07,7176.41455078125,44243482668,165.10194396972656,21659346091,14.681547164916992,452816635,2659.409912109375,7050410000,99.9800033569336,0
2020-04-08,7334.0986328125,37563249549,172.64173889160156,17063110836,15.056076049804688,434986928,2749.97998046875,5875710000,100.12000274658205,0
2020-04-09,7302.08935546875,34815139178,170.80714416503906,14901696210,15.062603950500488,444821353,2789.820068359375,7899550000,99.5199966430664,0
2020-04-13,6845.03759765625,38619308647,156.27955627441406,16465282133,15.03442668914795,459561236,2761.6298828125,5319530000,99.3499984741211,0
2020-04-14,6842.427734375,34110434052,157.5963897705078,14723156630,15.525075912475586,515331620,2846.06005859375,5615730000,98.88999938964844,0
2020-04-15,6642.10986328125,32288311031,153.28689575195312,14171753737,14.593927383422852,425648054,2783.360107421875,5208000000,99.45999908447266,0
2020-04-16,7116.80419921875,46783242377,172.15737915039062,22910469236,15.702730178833008,478820058,2799.550048828125,5228810000,100.02999877929688,0
2020-04-17,7096.1845703125,32513423567,171.63858032226562,16714684266,15.735082626342772,396448352,2874.56005859375,5804810000,99.77999877929688,0
2020-04-20,6881.95849609375,37747113936,172.2971649169922,21266681335,15.085403442382812,398870343,2823.159912109375,5228630000,99.95999908447266,0
2020-04-21,6880.3232421875,32589741511,172.73770141601562,16458767984,15.205772399902344,390367736,2736.56005859375,5121010000,100.26000213623048,0
2020-04-22,7117.20751953125,33249153866,182.59957885742188,17994666395,15.693160057067873,395820106,2799.31005859375,5084920000,100.38999938964844,0
2020-04-23,7429.724609375,43500782316,185.02867126464844,21275740032,16.006208419799805,446947832,2797.800048828125,5773530000,100.43000030517578,0
2020-04-24,7550.90087890625,34636526286,189.2369384765625,16788555028,16.01641845703125,375266800,2836.739990234375,5382810000,100.37999725341795,0
2020-04-27,7795.60107421875,36162144725,197.22471618652344,18670194595,16.463214874267578,389838383,2878.47998046875,5203930000,100.04000091552734,0
2020-04-28,7807.05859375,33187959921,198.41539001464844,18217507467,16.444286346435547,361059754,2863.389892578125,5691160000,99.87000274658205,0
2020-04-29,8801.0380859375,60201052203,216.96823120117188,26397548759,17.4937744140625,463165164,2939.510009765625,6645640000,99.56999969482422,0
2020-04-30,8658.5537109375,66964629541,207.60205078125,28089191904,17.03397560119629,498015944,2912.429931640625,6544980000,99.0199966430664,0
2020-05-01,8864.7666015625,44068389997,214.21910095214844,20816320834,17.564992904663086,453439052,2830.7099609375,4759810000,98.8000030517578,0
2020-05-04,8912.654296875,45718796276,208.17401123046875,22602446422,17.10075569152832,390548947,2842.739990234375,4735930000,99.4800033569336,0
2020-05-05,9003.0703125,43148462663,206.7743988037109,19004689099,16.919775009155273,358987881,2868.43994140625,5140290000,99.70999908447266,0
2020-05-06,9268.76171875,49371886931,204.0557861328125,20343543799,16.657045364379883,364717662,2848.419921875,4892570000,100.08999633789062,0
2020-05-07,9951.5185546875,61112700562,212.28941345214844,23594744655,17.013198852539062,414976837,2881.18994140625,5178790000,99.88999938964844,0
2020-05-08,9842.666015625,51780748042,212.9915771484375,20445139356,17.24147605895996,382131707,2929.800048828125,4876030000,99.7300033569336,0
2020-05-11,8601.7958984375,57119858802,185.912841796875,20054601647,15.09754467010498,404659513,2930.18994140625,4819730000,100.23999786376952,0
2020-05-12,8804.4775390625,42142717533,189.3125,15899726284,15.741053581237791,394508013,2870.1201171875,5119630000,99.93000030517578,0
2020-05-13,9269.9873046875,45558144023,199.1932830810547,17054662289,16.138877868652344,359517914,2820.0,6151650000,100.23999786376952,0
2020-05-14,9733.7216796875,56426907637,202.9490966796875,20150524861,16.357799530029297,388231861,2852.5,5651130000,100.47000122070312,0
2020-05-15,9328.197265625,48158802327,195.62266540527344,16602342092,15.75437355041504,340889408,2863.699951171875,5507700000,100.4000015258789,0
2020-05-18,9726.5751953125,41827139896,214.52505493164065,17411566928,16.63626480102539,337613743,2953.909912109375,6373670000,99.66999816894533,0
2020-05-19,9729.0380859375,39254288955,213.45111083984372,14346192779,17.1546630859375,351679092,2922.93994140625,4984330000,99.37000274658205,0
2020-05-20,9522.9814453125,36546239703,210.09674072265625,12730175511,16.888025283813477,305581860,2971.610107421875,5005380000,99.12000274658205,0
2020-05-21,9081.76171875,39326160532,199.88360595703125,13308321229,16.12238121032715,283593221,2948.510009765625,4976620000,99.37000274658205,0
2020-05-22,9182.5771484375,29810773699,207.169189453125,12041592114,16.63959312438965,308017283,2955.449951171875,3970860000,99.86000061035156,0
2020-05-26,8835.052734375,29584186947,201.90231323242188,10159741290,16.212547302246094,264787793,2991.77001953125,5848500000,98.91000366210938,0
2020-05-27,9181.017578125,32740536902,208.86343383789065,10631034756,16.493284225463867,289787288,3036.1298828125,6398000000,99.05999755859376,0
2020-05-28,9525.7509765625,34367073114,219.8404235839844,12212469604,17.05933952331543,307231707,3029.72998046875,5447020000,98.37999725341795,0
2020-05-29,9439.1240234375,32896642044,220.6751251220703,12265816557,17.041629791259766,302410995,3044.31005859375,7297550000,98.33999633789062,0
2020-06-01,10167.2685546875,35198901068,246.99176025390625,13951727936,17.914941787719727,343444957,3055.72998046875,4684170000,97.83000183105467,0
2020-06-02,9529.8037109375,39137252109,237.21905517578125,13782107567,17.239303588867188,285916007,3080.820068359375,5197150000,97.66999816894533,0
2020-06-03,9656.7177734375,25007459262,244.1793212890625,9861760817,17.5454044342041,278598569,3122.8701171875,6005560000,97.27999877929688,0
2020-06-04,9800.63671875,25921805072,244.4263916015625,10170414304,17.565874099731445,251564500,3112.35009765625,6451290000,96.68000030517578,0
2020-06-05,9665.533203125,23509628646,241.22198486328125,9293963914,17.688785552978516,264892611,3193.929931640625,8639300000,96.94000244140624,0
2020-06-08,9771.4892578125,21486346312,246.30990600585935,8076783299,17.393030166625977,201873195,3232.389892578125,8498300000,96.62000274658205,0
2020-06-09,9795.7001953125,23717842783,244.9114532470703,8446545788,17.43537712097168,203076335,3207.179931640625,6410930000,96.31999969482422,0
2020-06-10,9870.0947265625,25706567601,247.4449462890625,8792990206,17.41046714782715,218805704,3190.139892578125,6598870000,95.95999908447266,0
2020-06-11,9321.78125,30247143440,231.70266723632807,12356528860,16.30892562866211,214293278,3002.10009765625,7037320000,96.7300033569336,0
2020-06-12,9480.84375,22610564515,237.4932098388672,8868955009,16.669139862060547,220884223,3041.31005859375,5845330000,97.31999969482422,0
2020-06-15,9450.7021484375,26699704768,229.9289093017578,10536099884,16.384801864624023,205913863,3066.590087890625,5757480000,96.68000030517578,0
2020-06-16,9538.0244140625,21565537209,234.41616821289065,7965648016,16.42195701599121,197512179,3124.739990234375,5845810000,96.95999908447266,0
2020-06-17,9480.2548828125,20177709879,233.0282745361328,7701391592,16.402542114257812,190623459,3113.489990234375,4560450000,97.16000366210938,0
2020-06-18,9411.8408203125,17770083003,232.1011657714844,6713800872,16.208589553833008,176409002,3115.340087890625,4448690000,97.41999816894533,0
2020-06-19,9288.0185546875,19632223107,227.13829040527344,6946372590,15.907086372375488,160670035,3097.739990234375,8346650000,97.62000274658205,0
2020-06-22,9648.7177734375,21104009514,242.5331878662109,9079586552,16.47528839111328,181943736,3117.860107421875,4686690000,97.04000091552734,0
2020-06-23,9629.658203125,17006433272,244.14215087890625,6624530348,16.42256736755371,165960947,3131.2900390625,4711850000,96.69000244140624,0
2020-06-24,9313.6103515625,18961716076,235.7724609375,8815030025,16.026758193969727,168239834,3050.330078125,5597680000,97.1500015258789,0
2020-06-25,9264.8134765625,18616048626,232.94448852539065,7010426122,15.922709465026855,143049947,3083.760009765625,4847690000,97.43000030517578,0
2020-06-26,9162.91796875,18341465837,229.6680450439453,7187490226,15.749223709106444,136599245,3009.050048828125,8107850000,97.5,0
2020-06-29,9190.8544921875,16460547078,228.1948699951172,6726164653,15.505231857299805,167963469,3053.239990234375,4473970000,97.54000091552734,0
2020-06-30,9137.9931640625,15735797744,226.31500244140625,6094093001,15.413581848144531,151582461,3100.2900390625,4705850000,97.38999938964844,0
2020-07-01,9228.3251953125,15971550355,231.1134185791016,6463737443,15.829460144042969,159837869,3115.860107421875,4449230000,97.1999969482422,0
2020-07-02,9123.41015625,16338916796,229.39219665527344,6212210566,15.538490295410156,151839908,3130.010009765625,4197720000,97.31999969482422,0
2020-07-06,9375.474609375,17889263252,241.51022338867188,8782917553,16.296770095825195,172232440,3179.719970703125,4759160000,96.79000091552734,0
2020-07-07,9252.27734375,13839652595,239.07553100585935,6441497597,16.770225524902344,196296818,3145.320068359375,4571330000,96.87999725341795,0
2020-07-08,9428.3330078125,19702359883,246.6700134277344,9892586411,17.227657318115234,212383912,3169.93994140625,4937310000,96.43000030517578,0
2020-07-09,9277.9677734375,18000702524,243.01596069335935,8429099199,16.884868621826172,179705380,3152.050048828125,4843650000,96.6999969482422,0
2020-07-10,9278.8076171875,16860035605,240.9849853515625,7281370522,17.26125144958496,174222029,3185.0400390625,4524190000,96.6500015258789,0
2020-07-13,9243.6142578125,17519821266,239.6045837402344,7787751468,18.409563064575195,261690866,3155.219970703125,4902440000,96.45999908447266,0
2020-07-14,9243.2138671875,18085038362,240.21148681640625,7357458555,18.082908630371094,203397123,3197.52001953125,4507140000,96.26000213623048,0
2020-07-15,9192.8369140625,15844731575,238.42352294921875,6189328448,17.591215133666992,169152686,3226.56005859375,4686830000,96.08000183105467,0
2020-07-16,9132.2275390625,15713967523,233.6408843994141,5832057567,17.143842697143555,191191483,3215.570068359375,3972860000,96.3499984741211,0
2020-07-17,9151.392578125,13944570749,232.7730865478516,5859850529,17.08497428894043,153498441,3224.72998046875,4012850000,95.94000244140624,0
2020-07-20,9164.2314453125,13755604146,236.15316772460935,5600686192,17.484708786010742,203143854,3251.840087890625,3979340000,95.83000183105467,0
2020-07-21,9374.8876953125,18069581956,245.0167236328125,6806696015,17.715408325195312,187854335,3257.300048828125,4556610000,95.12000274658205,0
2020-07-22,9525.36328125,16532254884,262.1906433105469,7702077383,18.091907501220703,191909868,3276.02001953125,4267160000,94.97000122070312,0
2020-07-23,9581.072265625,18146399002,274.6890563964844,10281309262,18.673295974731445,220207323,3235.659912109375,4296760000,94.69000244140624,0
2020-07-24,9536.892578125,16552768325,279.2154235839844,9466060358,19.15290069580078,248008823,3215.6298828125,3689410000,94.44000244140624,0
2020-07-27,10990.873046875,35359749590,321.5140991210937,15644257058,19.62032890319824,325386899,3239.409912109375,3970310000,93.66999816894533,0
2020-07-28,10912.8232421875,28766551142,316.6572570800781,12357108065,20.173547744750977,284409544,3218.43994140625,4053180000,93.76000213623048,0
2020-07-29,11100.4677734375,24617249715,318.1908874511719,10878845706,19.89558982849121,204440432,3258.43994140625,4478200000,93.26000213623048,0
2020-07-30,11111.2138671875,22857247901,334.5866394042969,11827689045,20.01273536682129,200436410,3246.219970703125,4264920000,93.0199966430664,0
2020-07-31,11323.466796875,23160469766,345.5546569824219,12030600492,20.66814613342285,229781080,3271.1201171875,5007530000,93.48999786376952,0
2020-08-03,11246.3486328125,20271713443,386.295166015625,12834648062,22.055011749267575,265708949,3294.610107421875,4438940000,93.5,0
2020-08-04,11205.892578125,21250197042,389.87548828125,14086704221,22.28258514404297,241931958,3306.510009765625,4414380000,93.37999725341795,0
2020-08-05,11747.0224609375,24411254471,401.590576171875,12875466638,23.336217880249023,344072749,3327.77001953125,4535060000,92.83000183105467,0
2020-08-06,11779.7734375,23400740340,394.9619445800781,11304626458,22.707660675048828,246554661,3349.159912109375,4278930000,92.79000091552734,0
2020-08-07,11601.47265625,23132312867,379.5128479003906,12751687084,22.311546325683597,326409994,3351.280029296875,4110030000,93.44000244140624,0
2020-08-10,11878.111328125,26114112569,395.8875732421875,11685827893,22.61379623413086,239664308,3360.469970703125,4327920000,93.58000183105467,0
2020-08-11,11410.525390625,27039782640,380.3840637207031,12792218737,21.25694465637207,310846749,3333.68994140625,4880540000,93.62999725341795,0
2020-08-12,11584.9345703125,25064548486,391.024169921875,12408772745,21.751449584960938,256078366,3380.35009765625,3772250000,93.44000244140624,0
2020-08-13,11784.1376953125,27522199497,428.7417907714844,18480303526,22.075544357299805,299981376,3373.429931640625,3438730000,93.33999633789062,0
2020-08-14,11768.87109375,24237958589,437.3978271484375,15064589987,23.06979179382324,357386067,3372.85009765625,3200060000,93.0999984741211,0
2020-08-17,12254.40234375,28227687027,429.53125,13227089410,23.510103225708008,264606385,3381.989990234375,3460330000,92.8499984741211,0
2020-08-18,11991.2333984375,26043227672,423.6693115234375,11978984079,23.06718063354492,259152684,3389.780029296875,3669550000,92.2699966430664,0
2020-08-19,11758.283203125,24502851117,406.4637756347656,13137391167,22.310396194458008,224754805,3374.85009765625,3679480000,92.88999938964844,0
2020-08-20,11878.3720703125,20175242945,416.4397888183594,10043032427,23.092575073242188,240389084,3385.510009765625,3431040000,92.79000091552734,0
2020-08-21,11592.4892578125,23762425999,389.1263427734375,11781796374,22.12899398803711,245533836,3397.159912109375,3505010000,93.25,0
2020-08-24,11774.595703125,20681511755,408.1441955566406,10328860398,22.605852127075195,192633739,3431.280029296875,3743410000,93.3000030517578,0
2020-08-25,11366.134765625,26301509932,384.00103759765625,12428442042,21.475366592407227,234877041,3443.6201171875,3627650000,93.0199966430664,0
2020-08-26,11488.36328125,22466660958,386.4661254882813,9967343483,22.277305603027344,255812854,3478.72998046875,3780530000,93.01000213623048,0
2020-08-27,11323.3974609375,23240415076,382.6326293945313,10457777652,23.080753326416016,296206828,3484.550048828125,3955890000,93.01000213623048,0
2020-08-28,11542.5,19807127588,395.8746643066406,9120674421,23.133811950683597,260086579,3508.010009765625,3868510000,92.37000274658205,0
2020-08-31,11680.8203125,22285928250,435.0797424316406,12774741797,23.193050384521484,215511200,3500.31005859375,4348280000,92.13999938964844,0
2020-09-01,11970.478515625,27311555343,477.0519104003906,18862763756,24.82209587097168,450200844,3526.64990234375,4101490000,92.33999633789062,0
2020-09-02,11414.0341796875,28037405299,440.0404968261719,19691854014,24.69036293029785,577817197,3580.840087890625,4295640000,92.8499984741211,0
2020-09-03,10245.296875,31927261555,385.67193603515625,19622845896,20.61988639831543,574956638,3455.06005859375,4911830000,92.73999786376952,0
2020-09-04,10511.8134765625,29965130374,388.24114990234375,16747106257,21.05610656738281,489923568,3426.9599609375,4438720000,92.72000122070312,0
2020-09-08,10131.5166015625,33430927462,337.60211181640625,17991403432,23.190248489379883,555422363,3331.840087890625,4694330000,93.4800033569336,0
2020-09-09,10242.34765625,24128292755,351.1100158691406,14547933520,24.53029060363769,456284484,3398.9599609375,3932520000,93.26000213623048,0
2020-09-10,10363.138671875,54406443211,368.1018981933594,31421134556,24.55988883972168,456365135,3339.18994140625,4208630000,93.33999633789062,0
2020-09-11,10400.9150390625,45201121775,374.6955871582031,27296269329,25.451414108276367,420689466,3340.969970703125,3710090000,93.33000183105467,0
2020-09-14,10680.837890625,35453581940,377.2688598632813,17536695361,31.17864227294922,1009392260,3383.5400390625,3839580000,93.06999969482422,0
2020-09-15,10796.951171875,32509451925,364.8392028808594,16140584321,27.202390670776367,861821910,3401.199951171875,4057190000,93.0500030517578,0
2020-09-16,10974.9052734375,30769986455,365.8122863769531,16107612177,27.9645938873291,664539530,3385.489990234375,4718900000,93.20999908447266,0
2020-09-17,10948.990234375,38151810523,389.0192260742188,19899531080,26.99312973022461,512578971,3357.010009765625,4379840000,92.97000122070312,0
2020-09-18,10944.5859375,26341903912,384.3645324707031,14108357740,27.39948081970215,482149967,3319.469970703125,7076400000,92.93000030517578,0
2020-09-21,10462.259765625,28884999244,341.7860717773437,17398267133,23.267879486083984,462503299,3281.06005859375,4836070000,93.54000091552734,0
2020-09-22,10538.4599609375,23621787804,344.503173828125,12732578043,24.100740432739254,340023558,3315.570068359375,3974510000,93.98999786376952,0
2020-09-23,10246.1865234375,23788661867,321.1163024902344,12899346599,22.856977462768555,446713264,3236.919921875,4378650000,94.38999938964844,0
2020-09-24,10760.06640625,47144380902,349.3555908203125,15714304470,24.61382484436035,475917196,3246.590087890625,4601920000,94.3499984741211,0
2020-09-25,10692.716796875,39348590957,352.1832580566406,14381086966,24.663387298583984,442583904,3298.4599609375,3803330000,94.58000183105467,0
2020-09-28,10709.65234375,47762394731,355.159423828125,14258455166,26.97960662841797,530311672,3351.60009765625,3950910000,94.26000213623048,0
2020-09-29,10844.640625,46582396602,359.75738525390625,11600013236,28.842979431152344,612454595,3335.469970703125,3661590000,93.88999938964844,0
2020-09-30,10784.4912109375,44171073700,359.9378662109375,11818610610,29.290876388549805,566560144,3363.0,4738640000,93.88999938964844,0
2020-10-01,10619.4521484375,40023134100,353.2059020996094,14679481911,27.43197250366211,630087805,3380.800048828125,4076340000,93.70999908447266,0
2020-10-02,10575.974609375,48661453918,346.2389221191406,14215390463,27.285680770874023,638940976,3348.419921875,3975180000,93.83999633789062,0
2020-10-05,10793.33984375,47537578009,353.956787109375,11809507622,28.659103393554688,425642119,3408.60009765625,3692720000,93.51000213623048,0
2020-10-06,10604.40625,42623695307,340.8158569335937,12830796112,27.714527130126957,505088690,3360.969970703125,4453390000,93.83000183105467,0
2020-10-07,10668.96875,37799458436,341.80865478515625,11929918060,27.704835891723636,394557518,3419.43994140625,3814750000,93.62999725341795,0
2020-10-08,10915.685546875,63314794397,350.7661437988281,13461017711,27.705310821533203,431553686,3446.830078125,3867640000,93.61000061035156,0
2020-10-09,11064.4580078125,22799117613,365.5904846191406,13043501763,28.445030212402344,465984452,3477.139892578125,3944090000,93.05999755859376,0
2020-10-12,11555.36328125,26163972642,387.7312622070313,15867455424,30.71468162536621,718406691,3534.219970703125,3435760000,93.06999969482422,0
2020-10-13,11425.8994140625,24241420251,381.1907653808594,14226744838,30.70674514770508,600050050,3511.929931640625,3611100000,93.52999877929688,0
2020-10-14,11429.5068359375,24103426719,379.4840393066406,13918846567,30.912118911743164,460297911,3488.669921875,3858510000,93.37999725341795,0
2020-10-15,11495.349609375,24487233058,377.44183349609375,14964182545,31.29586410522461,504135680,3483.340087890625,3724550000,93.86000061035156,0
2020-10-16,11322.123046875,25635480772,366.22900390625,14670784817,29.99489974975586,546849696,3483.81005859375,4688030000,93.68000030517578,0
2020-10-19,11742.037109375,23860769928,379.93560791015625,12811242092,29.925067901611328,385913101,3426.919921875,4091080000,93.43000030517578,0
