Date,ETH_Close_log_return_lag_1,ETH_Close_log_return_lag_2,ETH_Close_log_return_lag_3,ETH_Close_log_return_lag_4,ETH_Close_log_return_lag_5,BNB_Close_log_return_lag_1,BNB_Close_log_return_lag_2,BNB_Close_log_return_lag_3,BNB_Close_log_return_lag_4,BNB_Close_log_return_lag_5,SP500_Close_log_return_lag_1,SP500_Close_log_return_lag_2,SP500_Close_log_return_lag_3,SP500_Close_log_return_lag_4,SP500_Close_log_return_lag_5,DXY_Close_log_return_lag_1,DXY_Close_log_return_lag_2,DXY_Close_log_return_lag_3,DXY_Close_log_return_lag_4,DXY_Close_log_return_lag_5
2020-01-10,-0.0162646486840965,-0.0160525996640852,-0.0052817024191757,0.0728028724206472,0.0517087373393088,-0.0071900992932151,-0.0274441974048418,0.0034332498142636,0.0907284722688234,0.0474799699894823,0.0066332141169064,0.0048904734856411,-0.0028071750845948,0.0035271451942725,-0.0070849093649545,0.0015403740810536,0.0032942142644706,0.0032017087566832,-0.0017569967185529,-0.0001032798441557
2020-01-13,0.0352374118553209,-0.0162646486840965,-0.0160525996640852,-0.0052817024191757,0.0728028724206472,0.0357381240080261,-0.0071900992932151,-0.0274441974048418,0.0034332498142636,0.0907284722688234,-0.0028592624875049,0.0066332141169064,0.0048904734856411,-0.0028071750845948,0.0035271451942725,-0.0009239396891403,0.0015403740810536,0.0032942142644706,0.0032017087566832,-0.0017569967185529
2020-01-14,0.0018239156075918,0.0352374118553209,-0.0162646486840965,-0.0160525996640852,-0.0052817024191757,0.0133175487408631,0.0357381240080261,-0.0071900992932151,-0.0274441974048418,0.0034332498142636,0.0069519940459332,-0.0028592624875049,0.0066332141169064,0.0048904734856411,-0.0028071750845948,-0.000102738804235,-0.0009239396891403,0.0015403740810536,0.0032942142644706,0.0032017087566832
2020-01-15,0.140333167597574,0.0018239156075918,0.0352374118553209,-0.0162646486840965,-0.0160525996640852,0.0878870112580144,0.0133175487408631,0.0357381240080261,-0.0071900992932151,-0.0274441974048418,-0.0015156808368957,0.0069519940459332,-0.0028592624875049,0.0066332141169064,0.0048904734856411,0.0002054670542926,-0.000102738804235,-0.0009239396891403,0.0015403740810536,0.0032942142644706
2020-01-16,0.0016576834890892,0.140333167597574,0.0018239156075918,0.0352374118553209,-0.0162646486840965,0.0600333286269448,0.0878870112580144,0.0133175487408631,0.0357381240080261,-0.0071900992932151,0.0018684502436879,-0.0015156808368957,0.0069519940459332,-0.0028592624875049,0.0066332141169064,-0.0014388428510841,0.0002054670542926,-0.000102738804235,-0.0009239396891403,0.0015403740810536
2020-01-17,-0.0111287005785888,0.0016576834890892,0.140333167597574,0.0018239156075918,0.0352374118553209,-0.0332789909109032,0.0600333286269448,0.0878870112580144,0.0133175487408631,0.0357381240080261,0.008331747422232,0.0018684502436879,-0.0015156808368957,0.0069519940459332,-0.0028592624875049,0.0009251744322616,-0.0014388428510841,0.0002054670542926,-0.000102738804235,-0.0009239396891403
2020-01-21,0.0381281273349897,-0.0111287005785888,0.0016576834890892,0.140333167597574,0.0018239156075918,0.060125341603769,-0.0332789909109032,0.0600333286269448,0.0878870112580144,0.0133175487408631,0.0038547232474851,0.008331747422232,0.0018684502436879,-0.0015156808368957,0.0069519940459332,0.0029754386603104,0.0009251744322616,-0.0014388428510841,0.0002054670542926,-0.000102738804235
2020-01-22,-0.0063604735960094,0.0381281273349897,-0.0111287005785888,0.0016576834890892,0.140333167597574,-0.0004154178025082,0.060125341603769,-0.0332789909109032,0.0600333286269448,0.0878870112580144,-0.0026555003695853,0.0038547232474851,0.008331747422232,0.0018684502436879,-0.0015156808368957,-0.0008199429720924,0.0029754386603104,0.0009251744322616,-0.0014388428510841,0.0002054670542926
2020-01-23,-0.0083020353635323,-0.0063604735960094,0.0381281273349897,-0.0111287005785888,0.0016576834890892,-0.0183329411422726,-0.0004154178025082,0.060125341603769,-0.0332789909109032,0.0600333286269448,0.000289034296681,-0.0026555003695853,0.0038547232474851,0.008331747422232,0.0018684502436879,0.0,-0.0008199429720924,0.0029754386603104,0.0009251744322616,-0.0014388428510841
2020-01-24,-0.0324015819342472,-0.0083020353635323,-0.0063604735960094,0.0381281273349897,-0.0111287005785888,-0.0446347379729322,-0.0183329411422726,-0.0004154178025082,0.060125341603769,-0.0332789909109032,0.0011403261933582,0.000289034296681,-0.0026555003695853,0.0038547232474851,0.008331747422232,0.0016392141884711,0.0,-0.0008199429720924,0.0029754386603104,0.0009251744322616
2020-01-27,0.0007523144602223,-0.0324015819342472,-0.0083020353635323,-0.0063604735960094,0.0381281273349897,0.0015266041739034,-0.0446347379729322,-0.0183329411422726,-0.0004154178025082,0.060125341603769,-0.0090832894261937,0.0011403261933582,0.000289034296681,-0.0026555003695853,0.0038547232474851,0.0016364535918101,0.0016392141884711,0.0,-0.0008199429720924,0.0029754386603104
2020-01-28,0.0471952131345863,0.0007523144602223,-0.0324015819342472,-0.0083020353635323,-0.0063604735960094,0.0370771027045221,0.0015266041739034,-0.0446347379729322,-0.0183329411422726,-0.0004154178025082,-0.015855752356844,-0.0090832894261937,0.0011403261933582,0.000289034296681,-0.0026555003695853,0.0011235444900128,0.0016364535918101,0.0016392141884711,0.0,-0.0008199429720924
2020-01-29,0.031326510237387,0.0471952131345863,0.0007523144602223,-0.0324015819342472,-0.0083020353635323,0.0236724538970913,0.0370771027045221,0.0015266041739034,-0.0446347379729322,-0.0183329411422726,0.0100033835003525,-0.015855752356844,-0.0090832894261937,0.0011403261933582,0.000289034296681,0.0006122824959291,0.0011235444900128,0.0016364535918101,0.0016392141884711,0.0
2020-01-30,-0.0075122676948228,0.031326510237387,0.0471952131345863,0.0007523144602223,-0.0324015819342472,-0.0112335332152043,0.0236724538970913,0.0370771027045221,0.0015266041739034,-0.0446347379729322,-0.0008672501435846,0.0100033835003525,-0.015855752356844,-0.0090832894261937,0.0011403261933582,-0.0003060943867335,0.0006122824959291,0.0011235444900128,0.0016364535918101,0.0016392141884711
2020-01-31,0.0536077357410137,-0.0075122676948228,0.031326510237387,0.0471952131345863,0.0007523144602223,0.03713151213009,-0.0112335332152043,0.0236724538970913,0.0370771027045221,0.0015266041739034,0.003129456930211,-0.0008672501435846,0.0100033835003525,-0.015855752356844,-0.0090832894261937,-0.0012253153459297,-0.0003060943867335,0.0006122824959291,0.0011235444900128,0.0016364535918101
2020-02-03,-0.0248350213420313,0.0536077357410137,-0.0075122676948228,0.031326510237387,0.0471952131345863,-0.020621086953632,0.03713151213009,-0.0112335332152043,0.0236724538970913,0.0370771027045221,-0.0178644435713629,0.003129456930211,-0.0008672501435846,0.0100033835003525,-0.015855752356844,-0.004916565795281,-0.0012253153459297,-0.0003060943867335,0.0006122824959291,0.0011235444900128
2020-02-04,0.0524673467679276,-0.0248350213420313,0.0536077357410137,-0.0075122676948228,0.031326510237387,0.0137307912362355,-0.020621086953632,0.03713151213009,-0.0112335332152043,0.0236724538970913,0.0072284257612325,-0.0178644435713629,0.003129456930211,-0.0008672501435846,0.0100033835003525,0.0042010785388173,-0.004916565795281,-0.0012253153459297,-0.0003060943867335,0.0006122824959291
2020-02-05,-0.0032416069069383,0.0524673467679276,-0.0248350213420313,0.0536077357410137,-0.0075122676948228,-0.0155782626644103,0.0137307912362355,-0.020621086953632,0.03713151213009,-0.0112335332152043,0.014869315917506,0.0072284257612325,-0.0178644435713629,0.003129456930211,-0.0008672501435846,0.0016346144931978,0.0042010785388173,-0.004916565795281,-0.0012253153459297,-0.0003060943867335
2020-02-06,0.0761759474362566,-0.0032416069069383,0.0524673467679276,-0.0248350213420313,0.0536077357410137,0.0555166049193548,-0.0155782626644103,0.0137307912362355,-0.020621086953632,0.03713151213009,0.0111877786589729,0.014869315917506,0.0072284257612325,-0.0178644435713629,0.003129456930211,0.0031595354759889,0.0016346144931978,0.0042010785388173,-0.004916565795281,-0.0012253153459297
2020-02-07,0.0389364504907371,0.0761759474362566,-0.0032416069069383,0.0524673467679276,-0.0248350213420313,0.0693672621463178,0.0555166049193548,-0.0155782626644103,0.0137307912362355,-0.020621086953632,0.0033201550570019,0.0111877786589729,0.014869315917506,0.0072284257612325,-0.0178644435713629,0.0023377899640176,0.0031595354759889,0.0016346144931978,0.0042010785388173,-0.004916565795281
2020-02-10,0.0477581464387742,0.0389364504907371,0.0761759474362566,-0.0032416069069383,0.0524673467679276,0.0688072802687754,0.0693672621463178,0.0555166049193548,-0.0155782626644103,0.0137307912362355,-0.0054154910094583,0.0033201550570019,0.0111877786589729,0.014869315917506,0.0072284257612325,0.0018257465756925,0.0023377899640176,0.0031595354759889,0.0016346144931978,0.0042010785388173
2020-02-11,0.0035704164522516,0.0477581464387742,0.0389364504907371,0.0761759474362566,-0.0032416069069383,0.1337021659668945,0.0688072802687754,0.0693672621463178,0.0555166049193548,-0.0155782626644103,0.0072996901205732,-0.0054154910094583,0.0033201550570019,0.0111877786589729,0.014869315917506,0.0015189261616728,0.0018257465756925,0.0023377899640176,0.0031595354759889,0.0016346144931978
2020-02-12,0.0536880843524606,0.0035704164522516,0.0477581464387742,0.0389364504907371,0.0761759474362566,0.0164818377238293,0.1337021659668945,0.0688072802687754,0.0693672621463178,0.0555166049193548,0.0016870486860021,0.0072996901205732,-0.0054154910094583,0.0033201550570019,0.0111877786589729,-0.0011136483930238,0.0015189261616728,0.0018257465756925,0.0023377899640176,0.0031595354759889
2020-02-13,0.1180601290798384,0.0536880843524606,0.0035704164522516,0.0477581464387742,0.0389364504907371,0.0318373431874945,0.0164818377238293,0.1337021659668945,0.0688072802687754,0.0693672621463178,0.006441853105203,0.0016870486860021,0.0072996901205732,-0.0054154910094583,0.0033201550570019,0.0033372314324503,-0.0011136483930238,0.0015189261616728,0.0018257465756925,0.0023377899640176
2020-02-14,0.0100960112339994,0.1180601290798384,0.0536880843524606,0.0035704164522516,0.0477581464387742,-0.0395630439738404,0.0318373431874945,0.0164818377238293,0.1337021659668945,0.0688072802687754,-0.0016317763599886,0.006441853105203,0.0016870486860021,0.0072996901205732,-0.0054154910094583,0.0002018639496983,0.0033372314324503,-0.0011136483930238,0.0015189261616728,0.0018257465756925
2020-02-18,0.0583825635503923,0.0100960112339994,0.1180601290798384,0.0536880843524606,0.0035704164522516,0.0331266440811011,-0.0395630439738404,0.0318373431874945,0.0164818377238293,0.1337021659668945,0.0018418360984854,-0.0016317763599886,0.006441853105203,0.0016870486860021,0.0072996901205732,0.0005045971260188,0.0002018639496983,0.0033372314324503,-0.0011136483930238,0.0015189261616728
2020-02-19,-0.0080292587479943,0.0583825635503923,0.0100960112339994,0.1180601290798384,0.0536880843524606,-0.0889783240374925,0.0331266440811011,-0.0395630439738404,0.0318373431874945,0.0164818377238293,-0.0029242139861477,0.0018418360984854,-0.0016317763599886,0.006441853105203,0.0016870486860021,0.0034242790510599,0.0005045971260188,0.0002018639496983,0.0033372314324503,-0.0011136483930238
2020-02-20,-0.0819370889196811,-0.0080292587479943,0.0583825635503923,0.0100960112339994,0.1180601290798384,-0.0743866764689683,-0.0889783240374925,0.0331266440811011,-0.0395630439738404,0.0318373431874945,0.0046947482842849,-0.0029242139861477,0.0018418360984854,-0.0016317763599886,0.006441853105203,0.001406605188871,0.0034242790510599,0.0005045971260188,0.0002018639496983,0.0033372314324503
2020-02-21,-0.0070097526936208,-0.0819370889196811,-0.0080292587479943,0.0583825635503923,0.0100960112339994,-0.0046839479468696,-0.0743866764689683,-0.0889783240374925,0.0331266440811011,-0.0395630439738404,-0.0038228174279975,0.0046947482842849,-0.0029242139861477,0.0018418360984854,-0.0016317763599886,0.0027072184861323,0.001406605188871,0.0034242790510599,0.0005045971260188,0.0002018639496983
2020-02-24,0.0292300531244136,-0.0070097526936208,-0.0819370889196811,-0.0080292587479943,0.0583825635503923,-0.001993495391293,-0.0046839479468696,-0.0743866764689683,-0.0889783240374925,0.0331266440811011,-0.0105738092328197,-0.0038228174279975,0.0046947482842849,-0.0029242139861477,0.0018418360984854,-0.0061266760757564,0.0027072184861323,0.001406605188871,0.0034242790510599,0.0005045971260188
