Date,"BNB_('Close', 'BNB-USD')","BNB_('Volume', 'BNB-USD')"
2020-03-27,12.5232572555542,263730266
2020-03-28,12.193113327026367,256061862
2020-03-29,11.441221237182617,218854042
2020-03-30,12.286843299865723,305631180
2020-03-31,12.581605911254883,372566080
2020-04-01,12.741602897644043,332222983
2020-04-02,13.066638946533203,398592822
2020-04-03,13.373007774353027,406426751
2020-04-04,13.824527740478516,416644565
2020-04-05,13.734115600585938,398954313
2020-04-06,15.084521293640137,491814166
2020-04-07,14.681547164916992,452816635
2020-04-08,15.056076049804688,434986928
2020-04-09,15.062603950500488,444821353
2020-04-10,13.737724304199219,394331907
2020-04-11,13.804287910461426,364313702
2020-04-12,14.375110626220703,414752932
2020-04-13,15.03442668914795,459561236
2020-04-14,15.525075912475586,515331620
2020-04-15,14.593927383422852,425648054
2020-04-16,15.702730178833008,478820058
2020-04-17,15.735082626342773,396448352
2020-04-18,16.593172073364258,479760692
2020-04-19,16.13993263244629,402957217
2020-04-20,15.085403442382812,398870343
2020-04-21,15.205772399902344,390367736
2020-04-22,15.693160057067871,395820106
2020-04-23,16.006208419799805,446947832
2020-04-24,16.01641845703125,375266800
2020-04-25,16.305418014526367,362345240
2020-04-26,16.38376808166504,400076436
2020-04-27,16.463214874267578,389838383
2020-04-28,16.444286346435547,361059754
2020-04-29,17.4937744140625,463165164
2020-04-30,17.03397560119629,498015944
2020-05-01,17.564992904663086,453439052
2020-05-02,17.584903717041016,393955300
2020-05-03,17.126298904418945,381109061
2020-05-04,17.10075569152832,390548947
2020-05-05,16.919775009155273,358987881
2020-05-06,16.657045364379883,364717662
2020-05-07,17.013198852539062,414976837
2020-05-08,17.24147605895996,382131707
2020-05-09,16.93596076965332,365221789
2020-05-10,15.295668601989746,436166815
2020-05-11,15.09754467010498,404659513
2020-05-12,15.741053581237793,394508013
2020-05-13,16.138877868652344,359517914
2020-05-14,16.357799530029297,388231861
2020-05-15,15.754373550415039,340889408
2020-05-16,16.051780700683594,339913391
2020-05-17,16.314645767211914,329675187
2020-05-18,16.63626480102539,337613743
2020-05-19,17.1546630859375,351679092
2020-05-20,16.888025283813477,305581860
2020-05-21,16.12238121032715,283593221
2020-05-22,16.63959312438965,308017283
2020-05-23,16.588193893432617,281071630
2020-05-24,16.083438873291016,250849075
2020-05-25,16.400907516479492,295250983
2020-05-26,16.212547302246094,264787793
2020-05-27,16.493284225463867,289787288
2020-05-28,17.05933952331543,307231707
2020-05-29,17.041629791259766,302410995
2020-05-30,17.743417739868164,330991078
2020-05-31,17.04047203063965,306613468
2020-06-01,17.914941787719727,343444957
2020-06-02,17.239303588867188,285916007
2020-06-03,17.5454044342041,278598569
2020-06-04,17.565874099731445,251564500
2020-06-05,17.688785552978516,264892611
2020-06-06,17.535934448242188,247410758
2020-06-07,17.44703483581543,229571456
2020-06-08,17.393030166625977,201873195
2020-06-09,17.43537712097168,203076335
2020-06-10,17.41046714782715,218805704
2020-06-11,16.30892562866211,214293278
2020-06-12,16.669139862060547,220884223
2020-06-13,16.823734283447266,217773557
2020-06-14,16.65624237060547,197988813
2020-06-15,16.384801864624023,205913863
2020-06-16,16.42195701599121,197512179
2020-06-17,16.402542114257812,190623459
2020-06-18,16.208589553833008,176409002
2020-06-19,15.907086372375488,160670035
2020-06-20,16.04755973815918,158722069
2020-06-21,16.0012264251709,151504787
2020-06-22,16.47528839111328,181943736
2020-06-23,16.42256736755371,165960947
2020-06-24,16.026758193969727,168239834
2020-06-25,15.922709465026855,143049947
2020-06-26,15.749223709106445,136599245
2020-06-27,15.185254096984863,152435707
2020-06-28,15.420088768005371,159817886
2020-06-29,15.505231857299805,167963469
2020-06-30,15.413581848144531,151582461
2020-07-01,15.829460144042969,159837869
2020-07-02,15.538490295410156,151839908
2020-07-03,15.291961669921875,138591561
2020-07-04,15.55298137664795,146316736
2020-07-05,15.480225563049316,138494209
2020-07-06,16.296770095825195,172232440
2020-07-07,16.770225524902344,196296818
2020-07-08,17.227657318115234,212383912
2020-07-09,16.884868621826172,179705380
2020-07-10,17.26125144958496,174222029
2020-07-11,17.62217903137207,186743534
2020-07-12,18.23654556274414,224015851
2020-07-13,18.409563064575195,261690866
2020-07-14,18.082908630371094,203397123
2020-07-15,17.591215133666992,169152686
2020-07-16,17.143842697143555,191191483
2020-07-17,17.08497428894043,153498441
2020-07-18,17.126710891723633,149402466
2020-07-19,17.955778121948242,213342724
2020-07-20,17.484708786010742,203143854
2020-07-21,17.715408325195312,187854335
2020-07-22,18.091907501220703,191909868
2020-07-23,18.673295974731445,220207323
2020-07-24,19.15290069580078,248008823
2020-07-25,19.77642250061035,257057785
2020-07-26,19.521024703979492,248581857
2020-07-27,19.620328903198242,325386899
2020-07-28,20.173547744750977,284409544
2020-07-29,19.89558982849121,204440432
2020-07-30,20.01273536682129,200436410
2020-07-31,20.66814613342285,229781080
2020-08-01,21.530431747436523,264604008
2020-08-02,20.944887161254883,299350525
2020-08-03,22.055011749267578,265708949
2020-08-04,22.28258514404297,241931958
2020-08-05,23.336217880249023,344072749
2020-08-06,22.707660675048828,246554661
2020-08-07,22.311546325683594,326409994
2020-08-08,22.87811851501465,236392685
2020-08-09,22.475536346435547,216694610
2020-08-10,22.61379623413086,239664308
2020-08-11,21.25694465637207,310846749
2020-08-12,21.751449584960938,256078366
2020-08-13,22.075544357299805,299981376
2020-08-14,23.069791793823242,357386067
2020-08-15,23.021751403808594,269746412
2020-08-16,23.497102737426758,271264839
2020-08-17,23.510103225708008,264606385
2020-08-18,23.067180633544922,259152684
2020-08-19,22.310396194458008,224754805
2020-08-20,23.092575073242188,240389084
2020-08-21,22.12899398803711,245533836
2020-08-22,22.23982048034668,208053381
2020-08-23,21.87084197998047,181970641
2020-08-24,22.605852127075195,192633739
2020-08-25,21.475366592407227,234877041
2020-08-26,22.277305603027344,255812854
2020-08-27,23.080753326416016,296206828
2020-08-28,23.133811950683594,260086579
2020-08-29,23.011272430419922,213897145
2020-08-30,23.644914627075195,228141192
2020-08-31,23.193050384521484,215511200
2020-09-01,24.82209587097168,450200844
2020-09-02,24.69036293029785,577817197
2020-09-03,20.61988639831543,574956638
2020-09-04,21.056106567382812,489923568
2020-09-05,19.47876739501953,399969033
2020-09-06,23.190662384033203,740680573
2020-09-07,22.393306732177734,555588378
2020-09-08,23.190248489379883,555422363
2020-09-09,24.530290603637695,456284484
2020-09-10,24.55988883972168,456365135
2020-09-11,25.451414108276367,420689466
2020-09-12,28.529848098754883,688007352
2020-09-13,31.058629989624023,1144638251
2020-09-14,31.17864227294922,1009392260
2020-09-15,27.202390670776367,861821910
2020-09-16,27.9645938873291,664539530
2020-09-17,26.99312973022461,512578971
2020-09-18,27.39948081970215,482149967
2020-09-19,27.25111198425293,331216806
2020-09-20,26.392133712768555,343197520
2020-09-21,23.267879486083984,462503299
2020-09-22,24.100740432739258,340023558
2020-09-23,22.856977462768555,446713264
2020-09-24,24.61382484436035,475917196
2020-09-25,24.663387298583984,442583904
2020-09-26,26.221181869506836,490827676
2020-09-27,26.199216842651367,435755666
2020-09-28,26.97960662841797,530311672
2020-09-29,28.842979431152344,612454595
2020-09-30,29.290876388549805,566560144
2020-10-01,27.43197250366211,630087805
2020-10-02,27.285680770874023,638940976
2020-10-03,28.20231056213379,495908650
2020-10-04,28.9438533782959,514574736
2020-10-05,28.659103393554688,425642119
2020-10-06,27.714527130126953,505088690
2020-10-07,27.704835891723633,394557518
2020-10-08,27.705310821533203,431553686
2020-10-09,28.445030212402344,465984452
2020-10-10,28.31248664855957,426434526
2020-10-11,28.555580139160156,408482939
2020-10-12,30.71468162536621,718406691
2020-10-13,30.706745147705078,600050050
2020-10-14,30.912118911743164,460297911
2020-10-15,31.29586410522461,504135680
2020-10-16,29.99489974975586,546849696
2020-10-17,30.24823570251465,377026508
2020-10-18,30.659523010253906,440840685
2020-10-19,29.925067901611328,385913101
2020-10-20,28.803443908691406,493774162
2020-10-21,29.772354125976562,510855830
2020-10-22,30.658191680908203,530907796
2020-10-23,30.633960723876953,514504830
2020-10-24,30.588821411132812,407454460
2020-10-25,30.107540130615234,391997739
2020-10-26,31.154560089111328,624224136
2020-10-27,31.638721466064453,715978374
2020-10-28,30.363506317138672,477279858
2020-10-29,29.842477798461914,426303252
2020-10-30,28.508411407470703,531974962
2020-10-31,28.431215286254883,360596998
2020-11-01,28.461565017700195,338657898
2020-11-02,27.883930206298828,390864652
2020-11-03,26.8570499420166,457901613
2020-11-04,26.931514739990234,383972480
2020-11-05,27.675859451293945,299236756
2020-11-06,29.01799964904785,343104562
2020-11-07,27.738094329833984,362934993
2020-11-08,28.305116653442383,321186882
2020-11-09,28.018020629882812,335957338
2020-11-10,28.193342208862305,310738349
2020-11-11,27.956178665161133,279645463
2020-11-12,27.61480712890625,266092376
2020-11-13,28.182172775268555,292737428
2020-11-14,27.936201095581055,254114574
2020-11-15,27.621030807495117,254946427
2020-11-16,28.064109802246094,275039274
2020-11-17,28.530580520629883,320321793
2020-11-18,28.076162338256836,327690836
2020-11-19,28.094104766845703,282317319
2020-11-20,28.891996383666992,321436881
2020-11-21,30.39129066467285,419204706
2020-11-22,29.925071716308594,426289161
2020-11-23,30.965368270874023,433686948
2020-11-24,33.80315017700195,840230024
2020-11-25,31.342960357666016,599500600
2020-11-26,28.20491600036621,659590250
2020-11-27,28.475187301635742,361093513
2020-11-28,29.143911361694336,338275296
2020-11-29,30.117603302001953,347773041
2020-11-30,31.392786026000977,389608481
2020-12-01,30.10830307006836,467818960
2020-12-02,30.297361373901367,371441750
2020-12-03,30.704429626464844,324897560
2020-12-04,29.072208404541016,362626786
2020-12-05,29.729488372802734,307895991
2020-12-06,29.540803909301758,249993855
2020-12-07,29.378135681152344,238972454
2020-12-08,27.636306762695312,323672206
2020-12-09,28.129304885864258,323390504
2020-12-10,27.696189880371094,263890750
2020-12-11,27.361003875732422,278060132
2020-12-12,28.164451599121094,238973887
2020-12-13,29.10169219970703,265728020
2020-12-14,30.029577255249023,335453986
2020-12-15,29.547283172607422,294288115
2020-12-16,30.49019432067871,347039607
2020-12-17,30.184133529663086,479985920
2020-12-18,30.9383602142334,359055461
2020-12-19,33.296356201171875,534843839
2020-12-20,34.16029739379883,583559932
2020-12-21,32.269527435302734,583000547
2020-12-22,33.482948303222656,563925549
2020-12-23,31.097898483276367,582613805
2020-12-24,32.50059127807617,488263504
2020-12-25,33.164974212646484,421026462
2020-12-26,33.47713851928711,434464851
2020-12-27,33.51184844970703,567285548
2020-12-28,35.84455871582031,611476292
2020-12-29,38.95283126831055,938849532
2020-12-30,38.13629913330078,501223201
2020-12-31,37.376033782958984,404140896
2021-01-01,37.90501022338867,459165743
2021-01-02,38.24159240722656,521965394
2021-01-03,41.14897918701172,758008613
2021-01-04,40.926353454589844,807877171
2021-01-05,41.73460006713867,644270927
2021-01-06,42.16595458984375,641021601
2021-01-07,43.44948959350586,829964770
2021-01-08,42.39531707763672,650561500
2021-01-09,43.93285369873047,590039660
2021-01-10,42.4484748840332,701488832
2021-01-11,38.371360778808594,890728694
2021-01-12,38.111610412597656,567249584
2021-01-13,40.13593292236328,542384725
2021-01-14,41.79368209838867,534108764
2021-01-15,40.91897964477539,562019413
2021-01-16,43.17182540893555,604218252
2021-01-17,45.68461227416992,664875513
2021-01-18,45.353172302246094,586905636
2021-01-19,42.7855339050293,750638729
2021-01-20,42.60689926147461,684094133
2021-01-21,38.64583969116211,621983627
2021-01-22,40.85757064819336,561072899
2021-01-23,40.81547927856445,468609053
2021-01-24,41.88160705566406,450486066
2021-01-25,41.62370300292969,507172505
2021-01-26,41.69473648071289,546536514
2021-01-27,40.994876861572266,519618043
2021-01-28,42.52910614013672,533847527
2021-01-29,42.85234832763672,651771603
2021-01-30,44.77227783203125,533768579
2021-01-31,44.27599334716797,512545443
2021-02-01,51.607696533203125,1256933735
2021-02-02,51.05640411376953,1006694242
2021-02-03,52.242637634277344,714000888
2021-02-04,55.92512512207031,940905214
2021-02-05,67.84556579589844,1431595319
2021-02-06,72.73359680175781,2114553792
2021-02-07,68.59052276611328,1493688265
2021-02-08,79.83154296875,2133574291
2021-02-09,107.89927673339844,4425849540
2021-02-10,129.73715209960938,7000323240
2021-02-11,124.43425750732422,2809765027
2021-02-12,136.94839477539062,2981627650
2021-02-13,133.4526824951172,2116751635
2021-02-14,136.426513671875,2312597445
2021-02-15,129.56788635253906,2414986848
2021-02-16,130.05665588378906,1925775294
2021-02-17,164.67010498046875,5236224271
2021-02-18,195.93263244628906,6110987389
2021-02-19,332.61602783203125,17982945189
2021-02-20,255.9537353515625,9680520706
2021-02-21,293.923583984375,8505963719
2021-02-22,267.5097961425781,7885768925
2021-02-23,230.99424743652344,8280752930
2021-02-24,254.359130859375,7154121651
2021-02-25,233.88595581054688,4059853073
2021-02-26,221.68043518066406,4167145958
2021-02-27,225.2494354248047,2755271254
2021-02-28,209.57440185546875,3129699003
2021-03-01,254.6299285888672,5008256561
2021-03-02,239.5225372314453,5882262804
2021-03-03,241.09136962890625,5827707431
2021-03-04,229.945068359375,5580339595
2021-03-05,226.37255859375,4969642573
2021-03-06,226.66685485839844,4489684331
2021-03-07,240.17921447753906,5081569247
2021-03-08,240.31866455078125,5016770824
2021-03-09,293.4632263183594,8676266998
2021-03-10,279.3580322265625,4544623650
2021-03-11,289.7908020019531,4676132222
2021-03-12,263.6858215332031,3960814749
2021-03-13,276.1047058105469,2903774859
2021-03-14,264.6367492675781,2044273970
2021-03-15,254.66082763671875,2488528410
2021-03-16,258.1006774902344,2425543830
2021-03-17,269.8548583984375,2271426252
2021-03-18,261.7048034667969,2445995134
2021-03-19,264.05743408203125,1873443830
2021-03-20,264.7416687011719,2004752539
2021-03-21,264.88616943359375,1718563711
2021-03-22,255.9001922607422,2323911466
2021-03-23,255.68966674804688,2010488139
2021-03-24,249.85137939453125,2385752951
2021-03-25,234.88543701171875,2314734091
2021-03-26,255.1045684814453,2099285452
2021-03-27,269.1023254394531,2457659540
2021-03-28,269.1912841796875,2527142069
2021-03-29,275.2146301269531,2067448661
2021-03-30,311.4264831542969,4039620710
2021-03-31,302.0634460449219,3545493416
2021-04-01,335.212890625,3718677616
2021-04-02,339.0077209472656,3950524039
2021-04-03,323.1335144042969,2953164849
2021-04-04,351.6243896484375,3200674446
2021-04-05,367.7724914550781,4073047973
2021-04-06,403.59075927734375,5277448222
2021-04-07,374.6588134765625,5976362849
2021-04-08,418.03839111328125,4550316562
2021-04-09,453.178466796875,4701175013
2021-04-10,472.5603332519531,6160670397
2021-04-11,525.3855590820312,5697422904
2021-04-12,598.72265625,14436315725
2021-04-13,549.5865478515625,9433830832
2021-04-14,549.5918579101562,7452346448
2021-04-15,542.632080078125,4608061831
2021-04-16,510.2201843261719,6886285728
2021-04-17,520.416748046875,5195399091
2021-04-18,481.03424072265625,6711806048
2021-04-19,505.0929260253906,7141301320
2021-04-20,587.0291137695312,9330924061
2021-04-21,546.0235595703125,8456300946
2021-04-22,506.01300048828125,8342960849
2021-04-23,526.5652465820312,8893557870
2021-04-24,496.4150695800781,4070234640
2021-04-25,505.0770568847656,3419309603
2021-04-26,534.5776977539062,4072866875
2021-04-27,568.4705200195312,4050720272
2021-04-28,562.632568359375,3648784689
2021-04-29,599.70654296875,6585918998
2021-04-30,624.08056640625,5741358048
2021-05-01,619.3472290039062,4065705136
2021-05-02,622.1010131835938,3765184551
2021-05-03,675.68408203125,5274868721
2021-05-04,611.2003173828125,5728175230
2021-05-05,651.6627197265625,4248449283
2021-05-06,633.2803955078125,3975000211
2021-05-07,624.5632934570312,3658116306
2021-05-08,646.100830078125,3910931715
2021-05-09,662.2285766601562,4321052943
2021-05-10,631.3519897460938,5157435389
2021-05-11,672.3339233398438,4865455319
2021-05-12,588.1851806640625,4311561442
2021-05-13,571.4345092773438,7417114170
2021-05-14,603.1282958984375,3735474448
2021-05-15,563.0416870117188,3480395174
2021-05-16,562.829833984375,4047395255
2021-05-17,511.9643859863281,5123430659
2021-05-18,508.0223083496094,3548216902
2021-05-19,339.0254821777344,8779943654
2021-05-20,393.6127624511719,7093839295
2021-05-21,326.29632568359375,6291181865
2021-05-22,299.50408935546875,3871242832
2021-05-23,262.9456787109375,5336233746
2021-05-24,345.30963134765625,6066277282
2021-05-25,344.1139831542969,5656677341
2021-05-26,379.85430908203125,4502557689
2021-05-27,367.6557922363281,3965850350
2021-05-28,329.8799133300781,4482824807
2021-05-29,305.0521545410156,3070017878
2021-05-30,325.7840270996094,3246314973
2021-05-31,354.329345703125,3865691845
2021-06-01,362.7946472167969,3425775257
2021-06-02,401.2623291015625,4486850584
2021-06-03,427.80792236328125,4370188399
2021-06-04,391.39532470703125,4951450795
2021-06-05,390.4318542480469,3956143113
2021-06-06,393.8202209472656,2101917655
2021-06-07,357.3102111816406,2927240962
2021-06-08,354.0013732910156,4491122307
2021-06-09,375.73468017578125,3543408536
2021-06-10,352.1831970214844,2505012942
2021-06-11,345.9336853027344,2269923678
2021-06-12,343.74102783203125,2146761411
2021-06-13,366.6489562988281,2171880359
2021-06-14,368.7927551269531,2271215183
2021-06-15,373.566162109375,2246535807
2021-06-16,347.033447265625,1626149384
2021-06-17,352.738525390625,1379161855
2021-06-18,336.8096923828125,1613940591
2021-06-19,335.71282958984375,1140833816
2021-06-20,340.06719970703125,1756674565
2021-06-21,270.98443603515625,2911962314
2021-06-22,261.8180847167969,4089344405
2021-06-23,294.49029541015625,3170293549
2021-06-24,308.39703369140625,2323626593
2021-06-25,281.62091064453125,2317971593
2021-06-26,279.43804931640625,1921847994
2021-06-27,290.5670166015625,1521388056
2021-06-28,289.53411865234375,1722578691
2021-06-29,300.2115478515625,1946428384
2021-06-30,303.2958679199219,1903538448
2021-07-01,288.2184143066406,1357794786
2021-07-02,287.423095703125,1133632645
2021-07-03,298.23712158203125,1113777297
2021-07-04,307.7320861816406,1387395766
2021-07-05,302.37799072265625,1504869977
2021-07-06,320.934814453125,2203265498
2021-07-07,327.5224609375,2067233169
2021-07-08,310.4271240234375,1883785090
2021-07-09,316.4845275878906,1358583891
2021-07-10,316.14013671875,1179686219
2021-07-11,322.0316467285156,1189805384
2021-07-12,316.32818603515625,1614469810
2021-07-13,308.8111572265625,1231759805
2021-07-14,309.4063720703125,1646743038
2021-07-15,315.2440185546875,2242114046
2021-07-16,302.985595703125,1688212208
2021-07-17,300.4979248046875,1298507379
2021-07-18,302.4804992675781,1254819647
2021-07-19,280.01861572265625,1514754521
2021-07-20,264.7823791503906,1819454491
2021-07-21,292.5313720703125,1957623339
2021-07-22,293.6411437988281,1495118544
2021-07-23,299.2829895019531,1849700307
2021-07-24,302.0718688964844,1644709273
2021-07-25,302.4361572265625,1351522797
2021-07-26,304.4782409667969,2572081528
2021-07-27,313.60260009765625,1870220991
2021-07-28,313.42864990234375,1626648048
2021-07-29,316.74945068359375,1384576144
2021-07-30,322.90936279296875,1588918308
2021-07-31,333.5495910644531,1717984015
2021-08-01,333.4840087890625,1788390755
2021-08-02,331.1031188964844,1348495243
2021-08-03,322.74774169921875,1365471563
2021-08-04,334.9187927246094,1279262186
2021-08-05,337.8738708496094,1551187442
2021-08-06,342.1369934082031,1623970506
2021-08-07,355.7413635253906,1903003766
2021-08-08,342.06475830078125,1547133821
2021-08-09,354.9668273925781,1648422571
2021-08-10,371.9543762207031,2150475826
2021-08-11,391.7570495605469,2542670896
2021-08-12,385.8189697265625,2217067872
2021-08-13,410.94488525390625,1724229835
2021-08-14,409.03448486328125,2023364348
2021-08-15,414.59503173828125,1826134192
2021-08-16,417.4708557128906,2620571467
2021-08-17,401.9089050292969,2572609791
2021-08-18,398.25146484375,2288117050
2021-08-19,430.9888610839844,2549215331
2021-08-20,454.9363098144531,2451578694
2021-08-21,448.9202575683594,2120660728
2021-08-22,449.0534973144531,1826865701
2021-08-23,499.8905944824219,3857489743
2021-08-24,471.595458984375,2978438301
2021-08-25,502.7862548828125,3289398273
2021-08-26,479.006103515625,3277913533
2021-08-27,494.4986877441406,2563319587
2021-08-28,486.1969299316406,1676741698
2021-08-29,480.28302001953125,1763538464
2021-08-30,459.4907531738281,2007036766
2021-08-31,464.4187316894531,2378049328
2021-09-01,490.0687255859375,2303587593
2021-09-02,483.9210510253906,2324361979
2021-09-03,488.6047058105469,2051522050
2021-09-04,498.07843017578125,2310249697
2021-09-05,504.619873046875,1899639214
2021-09-06,495.9250183105469,2206397359
2021-09-07,417.5087890625,4471687569
2021-09-08,415.1131591796875,2940929033
2021-09-09,421.27001953125,2392139922
2021-09-10,401.6217956542969,2306735739
2021-09-11,405.5273742675781,1567255682
2021-09-12,416.6832275390625,1671909230
2021-09-13,399.0634460449219,2194763765
2021-09-14,414.2362365722656,1598465255
2021-09-15,431.42303466796875,1838828414
2021-09-16,424.64923095703125,1720989872
2021-09-17,406.6328125,1516642578
2021-09-18,410.8092956542969,1310349981
2021-09-19,408.4716491699219,1243314915
2021-09-20,361.9659118652344,2344102082
2021-09-21,344.53460693359375,2045164899
2021-09-22,379.4403381347656,1678913732
2021-09-23,383.8204040527344,1576382603
2021-09-24,355.3162841796875,2081157733
2021-09-25,349.8800964355469,1388464569
2021-09-26,344.1817626953125,1958526741
2021-09-27,336.19122314453125,1507056912
2021-09-28,333.0325927734375,1294330921
2021-09-29,367.9895935058594,2385693434
2021-09-30,387.0573425292969,1796235646
2021-10-01,421.6431884765625,2162493378
2021-10-02,428.09832763671875,1740937420
2021-10-03,430.5088195800781,1470899248
2021-10-04,425.7489013671875,1647171955
2021-10-05,442.7061462402344,1526827785
2021-10-06,435.4013671875,2006344571
2021-10-07,438.7617492675781,1962989705
2021-10-08,419.10205078125,2678048368
2021-10-09,421.5494689941406,1404867667
2021-10-10,405.0693054199219,1437068558
2021-10-11,413.4562072753906,1473121389
2021-10-12,443.8675231933594,3142304145
2021-10-13,470.74969482421875,5149146903
2021-10-14,472.02239990234375,2486819344
2021-10-15,473.70263671875,2804538828
2021-10-16,465.6424560546875,1904086807
2021-10-17,470.62554931640625,1646437501
2021-10-18,485.11102294921875,1999805026
2021-10-19,488.14886474609375,1844483840
2021-10-20,501.02032470703125,1890415594
2021-10-21,471.2569274902344,3081793454
2021-10-22,478.6431579589844,1962748496
2021-10-23,485.90643310546875,1170864603
2021-10-24,476.63311767578125,1246191889
2021-10-25,484.64508056640625,1337787876
2021-10-26,478.0250549316406,1486193826
2021-10-27,449.00799560546875,2340091135
2021-10-28,492.0155334472656,2626956133
2021-10-29,529.6221313476562,2667451365
2021-10-30,527.9212036132812,2194893915
2021-10-31,524.3644409179688,2076289915
2021-11-01,551.2559204101562,2535579529
2021-11-02,554.4476318359375,2401108112
2021-11-03,568.5787963867188,2567651316
2021-11-04,559.7373046875,2260479871
2021-11-05,608.6480712890625,3675930507
2021-11-06,636.1139526367188,2779927044
2021-11-07,650.4540405273438,3017167868
2021-11-08,654.3150024414062,2828112534
2021-11-09,635.1906127929688,2198989754
2021-11-10,615.278076171875,3653998344
2021-11-11,629.892333984375,2341652507
2021-11-12,626.6425170898438,2209163398
2021-11-13,650.1041259765625,2106170805
2021-11-14,650.9180908203125,2101401990
2021-11-15,633.0486450195312,2146877925
2021-11-16,589.8228759765625,3772957260
2021-11-17,578.0927734375,2704847734
2021-11-18,532.2376098632812,2917116815
2021-11-19,581.5308227539062,2481119529
2021-11-20,603.8400268554688,2336197759
2021-11-21,585.2942504882812,2055539646
2021-11-22,559.1270141601562,2251971535
2021-11-23,591.4395751953125,2927434189
2021-11-24,581.3953247070312,2917418688
2021-11-25,603.730224609375,2537227998
2021-11-26,585.1473388671875,4254504824
2021-11-27,600.3367919921875,2485529516
2021-11-28,611.3668212890625,2731676788
2021-11-29,624.31005859375,2425803182
2021-11-30,622.6698608398438,2781531694
2021-12-01,627.9715576171875,2806563703
2021-12-02,619.4701538085938,2378758113
2021-12-03,594.635986328125,2483348354
2021-12-04,569.0772705078125,4458419873
2021-12-05,557.7830810546875,2394235567
2021-12-06,589.2561645507812,3567503629
2021-12-07,579.6898803710938,2112954675
2021-12-08,607.5927734375,2245501623
2021-12-09,571.6489868164062,2132955304
2021-12-10,552.9668579101562,2089946472
2021-12-11,564.322509765625,1824951693
2021-12-12,570.823974609375,1307635490
2021-12-13,521.0115966796875,1900967743
2021-12-14,511.2293701171875,2232411089
2021-12-15,541.0269775390625,2079796859
2021-12-16,526.2465209960938,1500825557
2021-12-17,525.706298828125,1804795681
2021-12-18,533.891357421875,1294574825
